0, 227, 227, 0, 227, 227, 227, 227, 224, 224, 0, 0, 0, 0, 0, 0, 0, 226, 0, 224
            227, 0, 179, 180, 179, 180, 227, 227, 0, 0, 0, 0, 0, 131, 132, 227, 227, 250, 0, 0
            227, 227, 203, 204, 203, 204, 226, 0, 163, 0, 0, 0, 0, 155, 156, 226, 0, 0, 224, 227
            227, 227, 0, 0, 224, 0, 250, 0, 0, 0, 0, 0, 0, 0, 226, 250, 0, 0, 227, 227
            227, 227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 250, 0, 179, 180, 0, 227
            0, 227, 227, 227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 224, 203, 204, 0, 227
            179, 180, 227, 226, 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 224, 179, 180, 179, 180
            203, 204, 224, 250, 250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 203, 204, 203, 204
            163, 224, 224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 224, 0, 224, 0
            0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
            0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 132, 0, 140
            0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 156, 0, 0
            0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
            0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 132, 227
            179, 180, 131, 132, 226, 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 156, 227
            203, 204, 155, 156, 250, 250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 227, 0
            0, 227, 224, 0, 0, 131, 132, 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
            0, 227, 224, 227, 0, 155, 156, 250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 227
            0, 227, 227, 227, 227, 179, 180, 227, 0, 0, 227, 227, 179, 180, 179, 180, 226, 0, 0, 0
            0, 227, 227, 227, 0, 203, 204, 224, 227, 227, 227, 224, 203, 204, 203, 204, 250, 0, 227, 227
