801, 802, 801, 802, 801, 802, 801, 802, 801, 802, 801, 802, 801, 802, 801, 802, 801, 802, 801, 802
            817, 818, 817, 818, 817, 818, 817, 818, 817, 818, 817, 818, 817, 818, 817, 818, 817, 818, 817, 818
            801, 802, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 801, 802
            817, 818, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 817, 818
            801, 802, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 801, 802
            817, 818, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 817, 818
            801, 802, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 801, 802
            817, 818, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 817, 818
            801, 802, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 801, 802
            817, 818, 0, 0, 0, 0, 0, 0, 0, 828, 828, 0, 0, 0, 0, 0, 0, 0, 817, 818
            801, 802, 0, 0, 0, 0, 0, 0, 0, 828, 828, 0, 0, 0, 0, 0, 0, 0, 801, 802
            817, 818, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 817, 818
            801, 802, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 801, 802
            817, 818, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 817, 818
            801, 802, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 801, 802
            817, 818, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 817, 818
            801, 802, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 801, 802
            817, 818, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 817, 818
            801, 802, 801, 802, 801, 802, 801, 802, 0, 0, 0, 0, 801, 802, 801, 802, 801, 802, 801, 802
            817, 818, 817, 818, 817, 818, 817, 818, 0, 0, 0, 0, 817, 818, 817, 818, 817, 818, 817, 818
