            323, 323, 323, 323, 323, 323, 345, 345, 0, 0, 0, 0, 345, 345, 323, 323, 323, 0, 0, 0
            323, 323, 323, 323, 323, 323, 0, 0, 0, 0, 0, 0, 0, 0, 323, 323, 323, 0, 232, 0
            323, 323, 0, 0, 254, 0, 177, 178, 0, 0, 0, 0, 0, 0, 0, 177, 178, 0, 0, 0
            323, 0, 0, 177, 178, 0, 201, 202, 0, 0, 0, 0, 0, 0, 0, 201, 202, 254, 323, 323
            323, 254, 0, 201, 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 177, 178, 254, 323, 323
            323, 0, 254, 254, 0, 0, 0, 177, 178, 0, 0, 164, 0, 0, 0, 201, 202, 254, 323, 323
            323, 209, 209, 0, 0, 0, 0, 201, 202, 0, 0, 0, 0, 0, 0, 0, 209, 0, 177, 178
            323, 209, 0, 0, 0, 177, 178, 0, 0, 0, 0, 0, 0, 0, 0, 177, 178, 0, 201, 202
            0, 0, 0, 254, 0, 201, 202, 0, 0, 0, 0, 0, 0, 177, 178, 201, 202, 0, 177, 178
            0, 0, 0, 177, 178, 254, 0, 0, 0, 0, 0, 0, 0, 201, 202, 0, 0, 0, 201, 202
            0, 0, 0, 201, 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 254, 0, 0
            0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 164, 0, 0, 254, 0, 0
            177, 178, 0, 177, 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 254, 0, 0
            201, 202, 0, 201, 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 177, 178, 0, 0
            177, 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 201, 202, 0, 0
            201, 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 177, 178, 323, 323
            323, 209, 209, 0, 0, 0, 0, 0, 0, 0, 209, 209, 0, 0, 0, 0, 201, 202, 323, 323
            323, 177, 178, 0, 254, 0, 0, 0, 0, 209, 177, 178, 254, 254, 254, 0, 177, 178, 323, 323
            323, 201, 202, 254, 0, 0, 164, 0, 254, 0, 201, 202, 0, 0, 0, 0, 201, 202, 323, 323
            0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 323, 0, 0, 323, 323, 323, 323
